"Measure","Time","Ethnicity","Ethnicity type","Role type","Broad grade","Grade","Entry level","Value","Headcount"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Black","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","2.2","82"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Chinese","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","0.4","15"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Mixed","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","1","39"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Other","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","0.4","14"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Unknown","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","NA","188"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","White","ONS 6+1","Non-medical staff","Senior Roles","Band 8d","Graduate","92.4","3448"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","All","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","NA","1517"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Asian","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","3.4","49"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Black","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","1.7","25"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Chinese","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","0.2","3"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Mixed","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","1.4","20"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Other","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","0.6","8"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Unknown","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","NA","86"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","White","ONS 6+1","Non-medical staff","Senior Roles","Band 9","Graduate","92.7","1326"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","All","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","NA","15924"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Asian","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","7.9","1140"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Black","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","5.5","804"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Chinese","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","0.3","41"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Mixed","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","1.8","255"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Other","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","1.3","189"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Unknown","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","NA","1436"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","White","ONS 6+1","Non-medical staff","Other grades","Non AfC Grade","Unspecified","83.2","12059"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","All","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","NA","2109"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Asian","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","4.2","80"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Black","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","1","19"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Chinese","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","0.2","4"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Mixed","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","0.7","13"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Other","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","0.3","6"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","Unknown","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","NA","204"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2018","White","ONS 6+1","Non-medical staff","Very Senior Manager","Very Senior Manager","Graduate","93.6","1783"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","All staff groups","All grades","All grades","All","NA","1187125"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","All staff groups","All grades","All grades","All","9.2","104269"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","All staff groups","All grades","All grades","All","5.7","64209"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","All staff groups","All grades","All grades","All","0.5","6124"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","All staff groups","All grades","All grades","All","1.6","17912"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","All staff groups","All grades","All grades","All","2","22999"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","All staff groups","All grades","All grades","All","NA","52034"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","All staff groups","All grades","All grades","All","81","919578"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","All grades","All grades","All","NA","113508"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","All grades","All grades","All","28.5","29823"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","All grades","All grades","All","3.9","4115"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","All grades","All grades","All","2.5","2576"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","All grades","All grades","All","3","3115"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","All grades","All grades","All","4","4167"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","Medical staff","All grades","All grades","All","NA","9021"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","Medical staff","All grades","All grades","All","58.1","60691"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","NA","2415"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","40.7","927"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","5.1","117"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","0.8","18"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","2.8","64"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","9","205"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","NA","139"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","Medical staff","Senior Doctor","Associate Specialist","Graduate","41.5","945"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","NA","47816"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","27.5","12376"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","2.8","1284"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","1.9","852"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","2","922"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","3.4","1514"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","NA","2750"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","Medical staff","Senior Doctor","Consultant","Graduate","62.4","28118"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","NA","8641"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","29.3","2303"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","5.1","403"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","3.6","285"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","4.2","330"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","3.8","296"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","NA","771"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","54","4253"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","NA","6218"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","21.8","1214"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","3.8","213"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","3.8","210"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","4","223"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","3.4","191"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","NA","657"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","63.1","3510"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","NA","6601"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","23.5","1373"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.9","225"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.1","183"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","4.4","256"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.4","197"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","NA","765"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","61.7","3602"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","NA","1710"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","16.5","249"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","1.7","26"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","0.3","5"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","1.1","17"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","1.9","29"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","NA","205"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","78.3","1179"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","NA","1385"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","20.3","256"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","2.5","31"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.2","15"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","2.3","29"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.9","24"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Unknown","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","NA","127"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","White","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","71.8","903"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","All","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","NA","7550"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Asian","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","43.9","3054"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Black","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","5.2","365"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Chinese","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","1","67"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Mixed","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","2.9","200"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2017","Other","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","6.8","476"
